UUID,super_book_code,primary_author_name,full_book_title,stated_publication_years,illegal_date
NA,zspbk0012953,NA,"Histoire celeste, ou recueil de toutes les observations astronomiques faites par ordre du Roy, avec un discours préliminaire sur les progrès de l'astronomie",NA,NA
NA,zspbk0012954,NA,"Histoire militaire du regne de Louis le Grand, roy de France",NA,NA
NA,zspbk0012955,NA,[Rabbi Memon],NA,NA
NA,zspbk0012956,NA,Tableaux du Roi,NA,NA
NA,zspbk0012957,NA,Danes [unidentified work],NA,NA
NA,zspbk0012958,NA,Paire d'Heures,NA,NA
NA,zspbk0012959,NA,Ars de peindre,NA,NA
NA,zspbk0012960,NA,"Histoire (l') naturelle eclaircie dans une de ses parties principales, l'ornithologie",NA,NA
NA,zspbk0012961,NA,Buffon [unidentified work],NA,NA
NA,zspbk0012962,NA,"Vetera Romanorum itineraria, sive Antonini Augusti itinerrium",NA,NA
NA,zspbk0012963,NA,Loix criminelles,NA,NA
NA,zspbk0012964,NA,Loyseau,NA,NA
NA,zspbk0012965,NA,Louis,NA,NA
NA,zspbk0012966,NA,Fielding [Unidentified work],NA,NA
NA,zspbk0012967,NA,Fables de Dorat,NA,NA
NA,zspbk0012968,NA,Origene,NA,NA
NA,zspbk0012969,NA,Harduini Opera,NA,NA
NA,zspbk0012970,NA,S. Caecilii Cypriani,NA,NA
NA,zspbk0012971,NA,Saint Cyrille,NA,NA
NA,zspbk0012972,NA,Pontas [unidentified work],NA,NA
NA,zspbk0012973,NA,oeuvres (les) d'Estienne Pasquier,NA,NA
NA,zspbk0012974,NA,Parlemens de France,NA,NA
NA,zspbk0012975,NA,Fasciculus rerum expetendarum et fugiendarum,NA,NA
NA,zspbk0012976,NA,"Herbarium Amboinense plurimas conplectens arbores, fructices, herbas, plantas terrestres et aquaticas",NA,NA
NA,zspbk0012977,NA,Thesaurus Gra[e]ca lingua,NA,NA
NA,zspbk0012978,NA,"pratique (la) universelle, pour la rénovation des terriers et des droits seigneuriaux",NA,NA
NA,zspbk0012979,NA,Recueil d'édits et d'ordonnances royaux sur le fait de la justice et autres matières les plus importantes,NA,NA
NA,zspbk0012980,NA,Kircheri opera,NA,NA
NA,zspbk0012981,NA,M. Fabii Quinctiliani de Oratoria institutione,NA,NA
NA,zspbk0012982,NA,Histoire de Saint Louis,NA,NA
NA,zspbk0012983,NA,"Art (l') de vérifier les dates des faits historiques, des chartes, des chroniques, et autres anciens monumens: depuis la naissance de Notre-Seigneur, par le moyen d'une table chronologique",NA,NA
NA,zspbk0012984,NA,Concile du Louvre,NA,NA
NA,zspbk0012985,NA,Saint Athanase,NA,NA
NA,zspbk0012986,NA,Jacobatii Concilia,NA,NA
NA,zspbk0012987,NA,diverse et artificiose machine (le),NA,NA
NA,zspbk0012988,NA,Fonte des mines,NA,NA
NA,zspbk0012989,NA,Antiquité (l') expliquée et representée en figures,NA,NA
NA,zspbk0012990,NA,Temple des Muses,NA,NA
NA,zspbk0012991,NA,Temple (le) des muses: orné de LX tableaux où sont representés les événemens les plus remarquqbles de l'antiquité fabuleuse,NA,NA
NA,zspbk0012992,NA,"Histoire naturelle des oiseaux, ornée de 306 estampes",NA,NA
NA,zspbk0012993,NA,Saint Augustini opera,NA,NA
NA,zspbk0012994,NA,Fêtes de Paris,NA,NA
NA,zspbk0012995,NA,Architecture italienne: contenant les plans et elevations des plus beaux palais et edifices de la ville de Genes,NA,NA
NA,zspbk0012996,NA,Platon [de Serranus],NA,NA
NA,zspbk0012997,NA,Saint Anselme,NA,NA
NA,zspbk0012998,NA,Oeuvres de Julien Peleus,NA,NA
NA,zspbk0012999,NA,Histoire d'Angleterre [de Bede],NA,NA
NA,zspbk0013000,NA,Tract. de Beneficiis,NA,NA
NA,zspbk0013001,NA,Oeuvres de Jean Chenu,NA,NA
NA,zspbk0013002,NA,Observationes in viginti quatuor priores libros digestorum,NA,NA
NA,zspbk0013003,NA,Plinianae exercitationes in C. J. Solini Polyhistoria,NA,NA
NA,zspbk0013004,NA,Nouveau recueil d'arrests et reglement du parlement de Paris,NA,NA
NA,zspbk0013005,NA,Decisiones Burdegalenses,NA,NA
NA,zspbk0013006,NA,Melchior Pastor [unidentified work],NA,NA
NA,zspbk0013007,NA,Oeuvres diverses [d'Olivier Patru],NA,NA
NA,zspbk0013008,NA,"Recueil historique, chronologique et topographique des archevêchés, évêchés, abbayes et prieurés de France",NA,NA
NA,zspbk0013009,NA,"Harangues sur toutes sortes de sujets, avec l'art de les composer",NA,NA
NA,zspbk0013010,NA,Arrets de Reglement,NA,NA
NA,zspbk0013011,NA,Dictionnaire latin et allemand,NA,NA
NA,zspbk0013012,NA,Sermons de Saint Louis,NA,NA
NA,zspbk0013013,NA,Histoire critique du Vieux Testament,NA,NA
NA,zspbk0013014,NA,Bibliotheque (la) des arrêts de tous les Parlemens de France,NA,NA
NA,zspbk0013015,NA,"Innocentius III, pontifex maximus, seu Commentarius perpetuus in singulas Decretales hujusce pontificis quae per libros V Decretalium sparsae sunt, auctore Antonio Dadino Alteserra",NA,NA
NA,zspbk0013016,NA,Description des Invalides,NA,NA
NA,zspbk0013017,NA,Thesaurus Lingua latina,NA,NA
NA,zspbk0013018,NA,Hist[oriae] Gallicana Scriptores,NA,NA
NA,zspbk0013019,NA,De matrimonio,NA,NA
NA,zspbk0013020,NA,Monnoies de France,NA,NA
NA,zspbk0013021,NA,Varignon [unidentified work],NA,NA
NA,zspbk0013022,NA,Hudibras,NA,NA
NA,zspbk0013023,NA,Babillard (le),NA,NA
NA,zspbk0013024,NA,Avanturier (l'),NA,NA
NA,zspbk0013025,NA,"Thesaurus Graecae Linguae, in epitomen, sive, Compendium, redactus, et alphabetice secundum Constantini methodum, et Schrevelii, referatus",NA,NA
NA,zspbk0013026,NA,Trois Charles (les),NA,NA
NA,zspbk0013027,NA,"Collection des procès verbaux des Assemblées générales du Clergé de France depuis l'année 1560, jusqu'à présent (1775)",NA,NA
NA,zspbk0013028,NA,[Estier],NA,NA
NA,zspbk0013029,NA,Praefationes in Acta Sancorum Ordinis Sancti Benedicti conjunctim editae,NA,NA
NA,zspbk0013030,NA,"Mémoires d'Azéma contenant diverses anecdotes des règnes de Pierre le Gd, empereur de Russie, et de l'Impératrice Catherine, son épouse",NA,NA
NA,zspbk0013031,NA,"Memoires du chevalier Berville, ou, les deux amis retirés du monde",NA,NA
NA,zspbk0013032,NA,"L'Anti-Sans-Souci, ou la Folie des nouveaux Philosophes Naturalistes, Déistes & autres Impies",NA,NA
NA,zspbk0013033,NA,[Histoire de la peinture de Bardon],NA,NA
NA,zspbk0013034,NA,"Marquis (le) a la mode, comédie en trois actes par Madame de P***",NA,NA
NA,zspbk0013035,NA,Poèmes [de Voltaire],NA,NA
NA,zspbk0013036,NA,[Pieces fugitives],NA,NA
NA,zspbk0013037,NA,"Recherches sur l'epoque de l'equitation et de l'usage des chars equestres chez les anciens: où l'on montre l'incertitude des premiers temps historiques des peuples, relativement à cette datte",NA,NA
NA,zspbk0013038,NA,Lettre d'un seigneur anglois,NA,NA
NA,zspbk0013039,NA,Dissertation sur la traite et le commerce des Nègres,NA,NA
NA,zspbk0013040,NA,"Considérations politiques et philosophiques, sur les affaires présentes du Nord et particuliérement sur celle de Pologne",NA,NA
NA,zspbk0013041,NA,"Lais (la) Philosophe, ou Memoires de Madame D***, et ses discours a M. de Voltaire, sur son impiété, sa mauvaise conduite, & sa folie",NA,NA
NA,zspbk0013042,NA,Avis aux gens de la campagne ou Traité des maladies les plus communes,NA,NA
NA,zspbk0013043,NA,Miscellaneous Correspondence,NA,NA
NA,zspbk0013044,NA,Esprit (l) de Monsieur le marquis de Caraccioli,NA,NA
NA,zspbk0013045,NA,"Supplément aux Lettres, mémoires et négociations: de monsieur le comte d'Estrades, severant a l'eclaircissement de l'histoire de la république des Provinces-Unies, pour les années 1674 & 1675",NA,NA
NA,zspbk0013046,NA,"Eloge à l'Allemande des reflexions sur les Sermons nouveaux de M. Bossuet, par M. l'abbé Maury, vicaire général, chanoine et official de Lombez",NA,NA
NA,zspbk0013047,NA,Memoire sur la population,NA,NA
NA,zspbk0013048,NA,Tableau du siecle,NA,NA
NA,zspbk0013049,NA,"Quinti Horatii Flacci Poemata, scholiis sive Annotationibus, quae brevis commentarii vice esse possunt, a? Joanne Bond",NA,NA
NA,zspbk0013050,NA,Coutume de Saint Michel,NA,NA
NA,zspbk0013051,NA,"Ecole (l') de l'administration, ou le Matelot politique",NA,NA
NA,zspbk0013052,NA,Essais de Description de figure geometrique,NA,NA
NA,zspbk0013053,NA,Oeuvres de Simon,NA,NA
NA,zspbk0013054,NA,Enfant trouvé,NA,NA
NA,zspbk0013055,NA,"Art (l') militaire d'un partisan. Dédié a son Altesse Serenissime, Monseigneur le Prince de Condé",NA,NA
NA,zspbk0013056,NA,"Histoire Universelle: traitée relativement aux arts de peindre et de sculpter, ou tableaux de l'histoire",NA,NA
NA,zspbk0013057,NA,"Thériacade (la), ou l'Orviétan de Léodon, poème héroï-comique",NA,NA
NA,zspbk0013058,NA,"Essais de principes d'une morale militaire, et autres objets",NA,NA
NA,zspbk0013059,NA,"Traité d'amitié perpetuelle et de garantie de la part de la Russie, entre Catherine II, imperatrice de toutes les Russies, et Stanislas-Auguste, roi, et la république de Pologne, signé à Varsovie le 13/24 février 1768",NA,NA
NA,zspbk0013060,NA,Campagne du Marechal de Créqui en Lorraine et en Alsace en 1677,NA,NA
NA,zspbk0013061,NA,"Campagne du maréchal de Villars et de Maximilien-Emmanuel, electeur de Bavière , en Allemagne, en 1703",NA,NA
NA,zspbk0013062,NA,Campagne de Louis prince de Conde en Flandres en 1674,NA,NA
NA,zspbk0013063,NA,Campagne du Roi de Prusse,NA,NA
NA,zspbk0013064,NA,Géographie ancienne abrégée,NA,NA
NA,zspbk0013065,NA,Histoire du parlement de Paris,NA,NA
NA,zspbk0013066,NA,Table générale des Oeuvres de M. de Voltaire,NA,NA
NA,zspbk0013067,NA,Essai sur les opérations de l'entendement humain et sur les maladies qui les dérangent,NA,NA
NA,zspbk0013068,NA,Traité des vertus des plantes,NA,NA
NA,zspbk0013069,NA,Pastorales et poemes de M. Gessner,NA,NA
NA,zspbk0013070,NA,"Histoire des causes premières, ou Exposition sommaire des pensées des philosophes sur les principes des êtres",NA,NA
NA,zspbk0013071,NA,[Histoire Anglaise],NA,NA
NA,zspbk0013072,NA,Lettre a un ami,NA,NA
NA,zspbk0013073,NA,Succes (les) d'un fat,NA,NA
NA,zspbk0013074,NA,Morceaux choisis de Tacite,NA,NA
NA,zspbk0013075,NA,"Précis sur le globe terrestre, ou explication de la mappemonde, ornée de d´´tails historiques: avec des notions raisonnées pour servir d'introduction à la partie d'astronomie qui se combine, avec la géographie",NA,NA
NA,zspbk0013076,NA,"Discours sur le projet d'une histoire philosophique du génie françois. Lû à l'Assemblée publique de l'Académie françoise de Soissons, le 7 mai 1770. Et présenté à Paris à l'Académie françoise, comme tribut littéraire",NA,NA
NA,zspbk0013077,NA,Lettres de Monseigneur l'archevêque de ***,NA,NA
NA,zspbk0013078,NA,"Nouvelle (la) ecole du monde, ouvrage nécessaire à tous les états, & principalement à ceux qui veulent s'avancer dans le monde",NA,NA
NA,zspbk0013079,NA,"homme (l') en societe, ou Nouvelles vues politiques et économiques pour porter la population au plus haut degré en France",NA,NA
NA,zspbk0013080,NA,"Observations sur les arts, et sur quelques morceaux de peintures & de sculpture, exposés au Louvre en 1748",NA,NA
NA,zspbk0013081,NA,Gouvernemens de l'Eglise,NA,NA
NA,zspbk0013082,NA,Vie (la) politique et militaire de M. le maréchal duc de Bell'Isle,NA,NA
NA,zspbk0013083,NA,"Le Codicille, et l'esprit, ou Commentaire des maximes politiques de M. le maréchal de de Bell'Isle; avec des nottes apologétiques, historiques & critiques",NA,NA
NA,zspbk0013084,NA,[Dictionnaire de Jurisprudence],NA,NA
NA,zspbk0013085,NA,"Lettre d'un jeune écolier des soi disants, au révérend le très révérend frère Pierre Joseph Dufour Dominicain",NA,NA
NA,zspbk0013086,NA,Coutume de Metz,NA,NA
NA,zspbk0013087,NA,Oeuvres du Colonel Laurens,NA,NA
NA,zspbk0013088,NA,"Dictionnaire politique, ou glossaire alphabetique",NA,NA
NA,zspbk0013089,NA,Histoire de Henri Bardon,NA,NA
NA,zspbk0013090,NA,[Dom Pedre],NA,NA
NA,zspbk0013091,NA,Morceaux choisis de Plutarque,NA,NA
NA,zspbk0013092,NA,"Philosophe (le) Negre, et les secrets des Grecs. Ouvrage trop necessaire",NA,NA
NA,zspbk0013093,NA,Observateur (l') Hollandois,NA,NA
NA,zspbk0013094,NA,"Essai sur le retablissement de l'ancienne forme du gouvernement de Pologne, suivant la constitution primitive de la République",NA,NA
NA,zspbk0013095,NA,Memoire de Contrepont,NA,NA
NA,zspbk0013096,NA,Batailles du Prince Ferdinand,NA,NA
NA,zspbk0013097,NA,Inscriptiones Antiqua,NA,NA
NA,zspbk0013098,NA,"Danger (le) des liaisons, ou, Mémoires de la baronne de Blémon",NA,NA
NA,zspbk0013099,NA,"Zinzolin (le), jeu frivole et moral",NA,NA
NA,zspbk0013100,NA,Exaples (les),NA,NA
NA,zspbk0013101,NA,"Lettre de M. L***à M.D**** sur ""la Nouvelle Heloise"" de M. J.J. Rousseau, de Genève",NA,NA
NA,zspbk0013102,NA,Factum pour les Grisons,NA,NA
NA,zspbk0013103,NA,Histoire de Port Royal,NA,NA
NA,zspbk0013104,NA,Tacite de Davazanti,NA,NA
NA,zspbk0013105,NA,Histoire des colonies européennes dans l'Amérique,NA,NA
NA,zspbk0013106,NA,Reflexions d'un militaire,NA,NA
NA,zspbk0013107,NA,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],NA,NA
NA,zspbk0013108,NA,Traite? du gouvernement de l'Eglise et de la puissance du Pape par rapport a? ce gouvernement. Traduit du Latin [de Justinius Febronius],NA,NA
NA,zspbk0013109,NA,"Histoire de Zénobie, reine impératrice de Palmyre",NA,NA
NA,zspbk0013110,NA,"Memoires du Nord, ou, histoire d'une famille d'Ecosse. Traduit de l'Anglois",NA,NA
NA,zspbk0013111,NA,Dialogues sur les bleds,NA,NA
NA,zspbk0013112,NA,"Correspondance secrette du Chevalier Robert Cecil, avec Jacques VI. Roi d'Ecosse",NA,NA
NA,zspbk0013113,NA,"Héroïsme (l), ou L'Histoire militaire des plus illustres Capitaines qui ayent paru dans le Monde: instructive & intéressante, sur-tout pour la Jeunesse destinée à la profession des Armes",NA,NA
NA,zspbk0013114,NA,Histoire de Sophie de Francourt,NA,NA
NA,zspbk0013115,NA,"Essai sur la peinture: et sur l'Académie de France, établie à Rome",NA,NA
NA,zspbk0013116,NA,Iphis et Aglaé,NA,NA
NA,zspbk0013117,NA,"Honnête criminel, drame En cinq Actes et en vers",NA,NA
NA,zspbk0013118,NA,Lettres illinoises,NA,NA
NA,zspbk0013119,NA,Traité des Causes Physiques et Morales du rire relativement à l'art de l'exciter,NA,NA
NA,zspbk0013120,NA,Bataille du Roi de Prusse,NA,NA
NA,zspbk0013121,NA,"Idées patriotiques, sur la nécessité de rendre la liberté au commerce",NA,NA
NA,zspbk0013122,NA,Discours sur la philosophie de la nation,NA,NA
NA,zspbk0013123,NA,Journal du siege de Maestricht,NA,NA
NA,zspbk0013124,NA,"Propriétés (les) remarquables de la route de la lumière par els airs, et en général, par plusieurs milieux réfringents sphériques et concentriques, avec la solution des problèmes qui y ont du rapport, comme sont les réfractions astronomiques et terrestres et ce qui en dépend",NA,NA
NA,zspbk0013125,NA,Art militaire,NA,NA
NA,zspbk0013126,NA,fête (la) de la rose,NA,NA
NA,zspbk0013127,NA,[Museum Romanum],NA,NA
NA,zspbk0013128,NA,Histoire d'Utrecht,NA,NA
NA,zspbk0013129,NA,"Histoire du ministere du chevalier Robert de Walpool, devenu ministre d'Angleterre et comte d'O[r]ford",NA,NA
NA,zspbk0013130,NA,"Essai sur l'histoire naturelle des corallines, et d'autres productions marines de même genre, qu'on trouve communement sur les côtes de la Grande-Bretagne et d'Irlande",NA,NA
NA,zspbk0013131,NA,Essais et Observations physiques et littereaires de la Société d'Edinbourg,NA,NA
NA,zspbk0013132,NA,"Mémoire à consulter, et consultation pour les enfans de défunt Jean Calas, marchand à Toulouse",NA,NA
NA,zspbk0013133,NA,Oeuvres de la Fargue,NA,NA
NA,zspbk0013134,NA,Science [la] du gouvernement,NA,NA
NA,zspbk0013135,NA,Resolutions de plusieurs cas de conscience touchant la morale et la discipline de l'église,NA,NA
NA,zspbk0013136,NA,Institutions militaires de l'Empereur Léon le philosophe,NA,NA
NA,zspbk0013137,NA,"Cours de tactique: théorique, pratique et historique",NA,NA
NA,zspbk0013138,NA,"Traité de Tactique: pour servir de Supplément Au corus de Tactique, Théorique, Pratique et Historique",NA,NA
NA,zspbk0013139,NA,[Meslanges de litterature],NA,NA
NA,zspbk0013140,NA,"Manuel (le) des inquisiteurs, à l'usage des inquisitions d'Espagne et de Portugal, ou, abrégé de l'ouvrage intitulé Directorium inquisitorum",NA,NA
NA,zspbk0013141,NA,Histoire de l'abbaye royale de saint-germain des prez,NA,NA
NA,zspbk0013142,NA,Vie (la) du Comte de Totleben,NA,NA
NA,zspbk0013143,NA,Annette et Lubin,NA,NA
NA,zspbk0013144,NA,[Volumes d'une société de gens de Lettre],NA,NA
NA,zspbk0013145,NA,"Silvain: comédie en un acte, mêlée d'ariettes",NA,NA
NA,zspbk0013146,NA,"Lucile, comédie en un acte mêlée d'ariette",NA,NA
NA,zspbk0013147,NA,"Huron (le): comédie en deux actes et en vers, mêlée d'ariettes",NA,NA
NA,zspbk0013148,NA,"bergere (la) des alpes: pastorales en 3 actes, et en vers, mêlée de chant",NA,NA
NA,zspbk0013149,NA,Mariage (le) interrompu,NA,NA
NA,zspbk0013150,NA,"Charlot, ou la comtesse de Givri",NA,NA
NA,zspbk0013151,NA,"Sensible et Constant, ou Le véritable amour",NA,NA
NA,zspbk0013152,NA,"Adélaide, ou le Trimphe de l'Amour et de la Vertu",NA,NA
NA,zspbk0013153,NA,Relation du General Bocquet,NA,NA
NA,zspbk0013154,NA,Magasin historique pour l'esprit et le coeur,NA,NA
NA,zspbk0013155,NA,[Sermons Nouveaux],NA,NA
NA,zspbk0013156,NA,Almoran et Hamet,NA,NA
NA,zspbk0013157,NA,Lettre sur le luxe,NA,NA
NA,zspbk0013158,NA,[Annecdotes Ecclesiastiques],NA,NA
NA,zspbk0013159,NA,"Variations de la monarchie françoise: dans son gouvernement politique, civil & militaire; avec l'examen des causes qui les ont produites: ou histoire du gouvernement de France, depuis Clovis jusqu'à la mort de Louis XIV",NA,NA
NA,zspbk0013160,NA,Lettres critiques d'un voyageur anglois sur l'article Genève du Dictionaire encyclopédique; & sur la lettre de Mr. d'Alembert à Mr. Rousseau,NA,NA
NA,zspbk0013161,NA,Histoire de l'Opera Bouffon,NA,NA
NA,zspbk0013162,NA,"Daira, histoire orientale",NA,NA
NA,zspbk0013163,NA,[Histoire de la litterature française],NA,NA
NA,zspbk0013164,NA,[Etude militaire],NA,NA
NA,zspbk0013165,NA,"Portefeuille (le) françois, ou Choix nouveau et intéressant de différentes pièces de prose et de poésie",NA,NA
NA,zspbk0013166,NA,Mémoires de monsieur de Berval,NA,NA
NA,zspbk0013167,NA,[Amusemens philosophiques],NA,NA
NA,zspbk0013168,NA,"Dictionnaire militaire, ou recueil alphabetique de tous les termes propres à l'art de la guerre",NA,NA
NA,zspbk0013169,NA,"De la Constance, ouvrage philosophique, en forme d'entretien sur les maux publics, et sur l'usage qu'on doit faire de sa raison dans les tems critiques",NA,NA
NA,zspbk0013170,NA,Principes de la religion,NA,NA
NA,zspbk0013171,NA,Traité des affcetions vaporeuses,NA,NA
NA,zspbk0013172,NA,Traité des affections vaporeuses,NA,NA
NA,zspbk0013173,NA,doux et paisibles délassemens (les) de l'amour,NA,NA
NA,zspbk0013174,NA,Lettre des Eveques,NA,NA
NA,zspbk0013175,NA,Manière de bien juger des ouvrages de peinture,NA,NA
NA,zspbk0013176,NA,Economiques (les),NA,NA
NA,zspbk0013177,NA,"Manuel d'agriculture pour le laboureur, pour le propriétaire et pour le gouvernement",NA,NA
NA,zspbk0013178,NA,[Observation Economique],NA,NA
NA,zspbk0013179,NA,[Epanchement de la Nature],NA,NA
NA,zspbk0013180,NA,[Voyage en France et en Italie],NA,NA
NA,zspbk0013181,NA,"Esprit (L') de Bossuet, ou choix des pensées tirées de ses meilleurs ouvrages",NA,NA
NA,zspbk0013182,NA,"Lord (l') IMpromptu, nouvelle romanesque traduite de l'anglois",NA,NA
NA,zspbk0013183,NA,Oeuvres de Desmahis,NA,NA
NA,zspbk0013184,NA,[Du Plessis],NA,NA
NA,zspbk0013185,NA,[Discours de la Philosophie],NA,NA
NA,zspbk0013186,NA,"Histoire des Celtes, et particulierement des Gaulois et des Germains, depuis le tems fabuleux, jusqu'à la Prise de Rome par les Gaulois",NA,NA
NA,zspbk0013187,NA,Observations sur l'écorce des feuilles et des pétales,NA,NA
NA,zspbk0013188,NA,Meslanges de l'academie de Turin,NA,NA
NA,zspbk0013189,NA,"Purification de l'air croupissant dans les hopitaux, les prisons, et les vaisseaux de mer",NA,NA
NA,zspbk0013190,NA,Science (la) des ingénieurs dans la conduite des travaux de fortification et d'architecture civile,NA,NA
NA,zspbk0013191,NA,Theatre de la Guerre,NA,NA
NA,zspbk0013192,NA,Coutume d'Artois,NA,NA
NA,zspbk0013193,NA,Lardoisier,NA,NA
NA,zspbk0013194,NA,Histoire générale des auteurs sacrés et ecclesiastiques,NA,NA
NA,zspbk0013195,NA,[Variété littéraires],NA,NA
NA,zspbk0013196,NA,"Tableau historique, généalogique et chronologique des trois cours souveraines de France",NA,NA
NA,zspbk0013197,NA,Essai sur l'architecture,NA,NA
NA,zspbk0013198,NA,"Lettres provinciales: ou Examen impartial de l'origine, de la constitution, et des révolutions de la monarchie françoise",NA,NA
NA,zspbk0013199,NA,Manuel du Naturaliste,NA,NA
NA,zspbk0013200,NA,Dictionnaire des fontaines,NA,NA
NA,zspbk0013201,NA,Dictionnaire des Moeurs,NA,NA
NA,zspbk0013202,NA,"bains (les) de Diane; ou, Le triomphe de l'amour",NA,NA
NA,zspbk0013203,NA,Diogène (le) moderne,NA,NA
NA,zspbk0013204,NA,guide (le) de la correspondance,NA,NA
NA,zspbk0013205,NA,Description historique et critique de l'Italie,NA,NA
NA,zspbk0013206,NA,Notice de l'Ecriture Sainte,NA,NA
NA,zspbk0013207,NA,fausses (les) infidélités,NA,NA
NA,zspbk0013208,NA,commentaire sur Racine,NA,NA
NA,zspbk0013209,NA,Dictionnaire de Geographie ancienne,NA,NA
NA,zspbk0013210,NA,Histoire de la guerre de lInde,NA,NA
NA,zspbk0013211,NA,Elemens de la guerre,NA,NA
NA,zspbk0013212,NA,Etrennes d'un père à ses enfans,NA,NA
NA,zspbk0013213,NA,"Cécile, Drame, en trois actes et en prose",NA,NA
NA,zspbk0013214,NA,Etrennes à la postérité ou le calendrier historique et généalogique de toutes les maisons souveraines,NA,NA
NA,zspbk0013215,NA,Esprit des Poesies,NA,NA
NA,zspbk0013216,NA,Bouquet (le) Royal,NA,NA
NA,zspbk0013217,NA,Journal de Louis Quatorze,NA,NA
NA,zspbk0013218,NA,"Bohemienne (la): comedie en deux actes en vers, meslée d'ariettes",NA,NA
NA,zspbk0013219,NA,"Bohemienne (la): comedie en deux actes en vers, meslée d\'ariettes",NA,NA
NA,zspbk0013220,NA,Observations sur l'Italie et les Italiens,NA,NA
NA,zspbk0013221,NA,Garrick,NA,NA
NA,zspbk0013222,NA,vrais (les) principes des fiefs en forme de dictionnaire,NA,NA
NA,zspbk0013223,NA,Methode angloise,NA,NA
NA,zspbk0013224,NA,Histoire du Cardinal d'Ossat,NA,NA
NA,zspbk0013225,NA,"Mes Bagatelles, ou Les Torts de Ma Jeunesse: Recueil Sans Conséquence",NA,NA
NA,zspbk0013226,NA,Manuel alimentaire des plantes,NA,NA
NA,zspbk0013227,NA,"guide (le) du fermier: ou Instructions pour élever, nourrir, acheter & vendre les bêtes à cornes, les brebis, les moutons, les agneaux et les cochons",NA,NA
NA,zspbk0013228,NA,Historia de Libero Arbitrio,NA,NA
NA,zspbk0013229,NA,Histoire de Bordeaux,NA,NA
NA,zspbk0013230,NA,"Mimographe (La), ou, Idées d'une Honnète-Femme pour la réformation du Théâtre National",NA,NA
NA,zspbk0013231,NA,Oeuvres du Pere de Clugny,NA,NA
NA,zspbk0013232,NA,Dictionnaire de la langue Celtique,NA,NA
NA,zspbk0013233,NA,Poésies de La Loupiere,NA,NA
NA,zspbk0013234,NA,Poésies de La Loupiere,NA,NA
NA,zspbk0013235,NA,Poesies de la Louptiere,NA,NA
NA,zspbk0013236,NA,Fastes (les) de la Pologne et de la Russie,NA,NA
NA,zspbk0013237,NA,Peinture (la): Poeme,NA,NA
NA,zspbk0013238,NA,"Sommeil (le) des plantes, et la cause du mouvement de la sensitive",NA,NA
NA,zspbk0013239,NA,"Voyages de Corneille le Brun par la Moscovie, en Perse, et aux Indes Orientales",NA,NA
NA,zspbk0013240,NA,Théorie du luxe,NA,NA
NA,zspbk0013241,NA,moyens (des) les plus propres a éteindre les maladies vénériennes,NA,NA
NA,zspbk0013242,NA,"Thesaurus trium linguarum: latinae, gallicae, graecae",NA,NA
NA,zspbk0013243,NA,Dictionnaire de la Geographie ancienne,NA,NA
NA,zspbk0013244,NA,Recueil philosophique et littéraire de la Société typographique de Bouillon,NA,NA
NA,zspbk0013245,NA,Contes d'Imbert,NA,NA
NA,zspbk0013246,NA,"Tableau historique des sciences, des belles-lettres et des arts dans la province de Picardie, depuis le commencement de la monarchie jusqu'en 1752",NA,NA
NA,zspbk0013247,NA,[Langueti opera],NA,NA
NA,zspbk0013248,NA,[In Decretales],NA,NA
NA,zspbk0013249,NA,Chrétien (le) parfait honnête-homme,NA,NA
NA,zspbk0013250,NA,De sacrificio missae tractatus asceticus,NA,NA
NA,zspbk0013251,NA,Libertes de l'Eglise gallicane,NA,NA
NA,zspbk0013252,NA,"Epitres et evangiles, avec des reflexions et des sentimens de piété pour tous les tems de l'année, & pour les principales fêtes de Notre-Seigneur, de la sainte Vierge & des saints",NA,NA
NA,zspbk0013253,NA,Marie Alacoque,NA,NA
NA,zspbk0013254,NA,"Méditations sur les mysteres de la foy, et sur les Epistres et Evangiles [...] par un solitaire de Sept-Fonds",NA,NA
NA,zspbk0013255,NA,[Sentimens Chretien],NA,NA
NA,zspbk0013256,NA,Traité de la vérité de la religion chrétienne,NA,NA
NA,zspbk0013257,NA,Oraison funèbre [de Maboul],NA,NA
NA,zspbk0013258,NA,[Heures a la reine],NA,NA
NA,zspbk0013259,NA,[propre du Diurnal Carmélite],NA,NA
NA,zspbk0013260,NA,[Cantiques en trois parties],NA,NA
NA,zspbk0013261,NA,Bibliotheque (la) des prédicateurs,NA,NA
NA,zspbk0013262,NA,[Epitres avec Reflexions],NA,NA
NA,zspbk0013263,NA,Retraite [de Tiberge],NA,NA
NA,zspbk0013264,NA,Abrégé de la vie et des vertus de la très-honorée soeur Julienne Jouvin,NA,NA
NA,zspbk0013265,NA,Vie de la Reine Jeanne,NA,NA
NA,zspbk0013266,NA,"Traité physique de la lumiere et des couleurs, du son, et des differens tons",NA,NA
NA,zspbk0013267,NA,[Ancien Monde des honneurs],NA,NA
NA,zspbk0013268,NA,Catechisme de Bourges,NA,NA
NA,zspbk0013269,NA,Histoire générale d'Espagne,NA,NA
NA,zspbk0013270,NA,Ceremonie du Bateme,NA,NA
NA,zspbk0013271,NA,Traité des dispenses en général et en particulier,NA,NA
NA,zspbk0013272,NA,"Mémoire dogmatique et historique, touchant les juges de la foi",NA,NA
